Date,Open,High,Low,Close,Adj Close,Volume
2015-08-06,16.040001,16.490000,15.990000,16.379999,12.054293,1727300
2015-08-07,16.360001,16.360001,15.330000,15.400000,11.333097,1254800
2015-08-10,15.410000,15.700000,15.390000,15.540000,11.436125,640600
2015-08-11,15.410000,15.610000,14.870000,15.590000,11.472920,1094400
2015-08-12,15.250000,15.440000,14.920000,15.440000,11.362533,1084100
2015-08-13,15.260000,15.260000,14.580000,14.590000,10.737005,685000
2015-08-14,14.790000,14.970000,14.470000,14.470000,10.648696,398400
2015-08-17,14.190000,14.690000,14.170000,14.320000,10.538307,469200
2015-08-18,14.220000,14.940000,14.000000,14.460000,10.641337,903000
2015-08-19,14.540000,14.540000,13.980000,14.220000,10.464718,924300
2015-08-20,14.130000,14.400000,13.930000,14.210000,10.457357,830400
2015-08-21,14.200000,14.360000,13.880000,13.900000,10.229223,940200
2015-08-24,13.150000,14.230000,12.860000,13.950000,10.266020,2733100
2015-08-25,14.340000,14.480000,13.750000,13.760000,10.126194,1346700
2015-08-26,14.050000,14.820000,14.010000,14.800000,10.891546,1256200
2015-08-27,15.040000,15.440000,14.780000,15.150000,11.149117,1110400
2015-08-28,14.830000,15.120000,14.450000,14.740000,10.847392,1328700
2015-08-31,14.550000,14.780000,14.300000,14.430000,10.619258,1876900
2015-09-01,14.190000,14.340000,13.960000,14.240000,10.479435,1269700
2015-09-02,14.340000,15.200000,14.270000,15.200000,11.185912,2533400
2015-09-03,15.300000,15.770000,15.220000,15.570000,11.458201,2638100
2015-09-04,15.000000,15.140000,14.410000,14.700000,10.817954,4097200
2015-09-08,14.860000,14.980000,14.310000,14.340000,10.553028,1205400
2015-09-09,14.440000,14.780000,14.310000,14.350000,10.560386,960800
2015-09-10,13.000000,14.040000,13.000000,13.890000,10.833526,1393200
2015-09-11,13.760000,13.840000,13.310000,13.530000,10.552746,598800
2015-09-14,13.510000,14.070000,13.330000,14.070000,10.973920,895900
2015-09-15,14.150000,14.290000,13.850000,14.210000,11.083112,875000
2015-09-16,14.310000,14.610000,14.230000,14.600000,11.387292,1242300
2015-09-17,14.460000,14.830000,14.130000,14.570000,11.363896,862800
2015-09-18,14.390000,14.460000,13.700000,13.810000,10.771132,1016100
2015-09-21,13.710000,13.940000,13.480000,13.550000,10.568347,329500
2015-09-22,13.300000,13.850000,13.210000,13.620000,10.622942,562400
2015-09-23,13.680000,13.780000,13.050000,13.120000,10.232966,610600
2015-09-24,12.610000,13.450000,12.520000,13.290000,10.365557,622200
2015-09-25,13.350000,13.510000,12.660000,13.070000,10.193968,692400
2015-09-28,12.950000,12.950000,12.310000,12.790000,9.975580,1371100
2015-09-29,12.750000,12.940000,12.590000,12.690000,9.897587,1058700
2015-09-30,13.150000,13.150000,12.610000,12.610000,9.835189,1245900
2015-10-01,12.700000,13.070000,12.620000,12.910000,10.069174,766300
2015-10-02,13.200000,13.560000,12.860000,13.450000,10.490347,1030000
2015-10-05,13.730000,14.020000,13.600000,13.830000,10.786732,873200
2015-10-06,13.730000,14.130000,13.730000,13.940000,10.872524,914400
2015-10-07,14.310000,15.440000,14.170000,15.170000,11.831864,1619000
2015-10-08,15.250000,15.580000,15.120000,15.180000,11.839665,1372000
2015-10-09,15.500000,15.500000,14.850000,15.500000,12.089251,1079400
2015-10-13,15.210000,15.210000,14.000000,14.120000,11.012915,1402100
2015-10-14,14.030000,14.190000,13.710000,13.910000,10.849126,3746000
2015-10-15,14.010000,14.200000,13.820000,14.050000,10.958320,826500
2015-10-16,14.100000,14.620000,13.710000,14.400000,11.231301,4981000
2015-10-19,14.390000,14.800000,14.060000,14.400000,11.231301,745600
2015-10-20,14.410000,14.660000,13.840000,14.090000,10.989519,630700
2015-10-21,14.100000,14.730000,13.920000,14.150000,11.036314,1149300
2015-10-22,14.400000,14.670000,14.020000,14.230000,11.098711,914500
2015-10-23,14.590000,14.950000,14.510000,14.510000,11.317099,944300
2015-10-26,14.280000,14.780000,14.190000,14.360000,11.200103,662300
2015-10-27,14.350000,14.350000,13.930000,14.120000,11.012915,913900
2015-10-28,14.380000,14.450000,14.300000,14.380000,11.215704,69500
2015-10-29,13.830000,14.250000,13.490000,13.670000,10.661938,756600
2015-10-30,13.810000,13.950000,13.500000,13.830000,10.786732,845100
2015-11-03,13.700000,14.790000,13.700000,14.750000,11.504285,1262800
2015-11-04,15.130000,15.510000,14.770000,15.290000,11.925460,1649000
2015-11-05,15.280000,15.530000,14.970000,15.490000,12.081450,1152800
2015-11-06,15.480000,15.560000,14.370000,14.770000,11.519886,632600
2015-11-09,14.800000,15.000000,14.320000,14.500000,11.309299,390200
2015-11-10,14.490000,14.650000,14.210000,14.650000,11.426291,503100
2015-11-11,14.740000,15.540000,14.700000,15.230000,11.878662,1275500
2015-11-12,15.010000,15.540000,14.700000,15.070000,11.753870,1122400
2015-11-13,14.800000,14.970000,14.400000,14.700000,11.465288,705000
2015-11-16,14.710000,14.930000,14.420000,14.860000,11.590079,839800
2015-11-17,14.920000,15.700000,14.910000,15.150000,11.816265,1095800
2015-11-18,15.170000,15.680000,15.130000,15.150000,11.816265,847500
2015-11-19,15.430000,15.970000,15.380000,15.890000,12.393430,1109100
2015-11-23,15.990000,16.200001,15.560000,15.750000,12.284239,935500
2015-11-24,15.730000,15.800000,15.220000,15.700000,12.245240,630600
2015-11-25,15.400000,15.610000,15.020000,15.230000,11.878662,1406500
2015-11-26,15.170000,15.530000,15.170000,15.510000,12.097051,717200
2015-11-27,15.430000,15.430000,14.530000,14.630000,11.410692,972000
2015-11-30,14.590000,15.000000,14.380000,14.800000,11.543282,1934700
2015-12-01,14.760000,14.920000,14.450000,14.700000,11.465288,1189900
2015-12-02,14.610000,14.990000,14.440000,14.870000,11.597879,1171800
2015-12-03,15.200000,15.950000,15.200000,15.500000,12.089251,1572500
2015-12-04,15.500000,15.980000,15.210000,15.380000,11.995655,3003400
2015-12-07,15.490000,16.400000,15.460000,15.710000,12.253039,1623200
2015-12-08,15.560000,15.680000,15.110000,15.440000,12.042454,1811600
2015-12-09,15.590000,16.180000,15.550000,15.800000,12.323236,2350500
2015-12-10,15.900000,15.950000,15.300000,15.510000,12.097051,1493600
2015-12-11,15.290000,16.090000,15.290000,15.640000,12.198442,2043100
2015-12-14,15.530000,15.860000,15.340000,15.830000,12.346632,2001000
2015-12-15,15.830000,16.180000,15.660000,15.940000,12.432428,1246200
2015-12-16,15.770000,16.170000,15.390000,15.950000,12.440228,1910500
2015-12-17,16.080000,16.850000,16.000000,16.389999,12.783407,2017600
2015-12-18,16.040001,16.100000,15.470000,15.590000,12.159446,1827700
2015-12-21,15.610000,15.880000,15.240000,15.410000,12.019052,1967300
2015-12-22,15.520000,15.600000,15.250000,15.500000,12.089251,1567800
2015-12-23,15.670000,16.000000,15.540000,15.900000,12.401230,1410200
2015-12-28,15.980000,16.219999,15.870000,16.190001,12.627416,1277600
2015-12-29,16.190001,16.469999,15.940000,16.070000,12.533821,2293800
2015-12-30,15.900000,16.290001,15.770000,16.040001,12.510423,3139300
2016-01-04,15.270000,15.430000,14.480000,14.650000,12.024749,1567000
2016-01-05,14.750000,14.820000,14.170000,14.430000,11.844172,1017500
2016-01-06,14.110000,14.420000,13.890000,14.100000,11.573308,1325200
2016-01-07,13.930000,13.970000,13.550000,13.710000,11.253196,1010300
2016-01-08,13.810000,14.080000,13.650000,13.710000,11.253196,986100
2016-01-11,13.750000,14.210000,13.670000,13.740000,11.277818,1480500
2016-01-12,13.990000,14.010000,13.560000,13.910000,11.417356,865800
2016-01-13,13.980000,14.080000,13.690000,13.780000,11.310652,962100
2016-01-14,13.850000,13.880000,13.330000,13.480000,11.064409,1505800
2016-01-15,13.300000,13.550000,13.050000,13.050000,10.711466,1690100
2016-01-18,13.060000,13.540000,13.000000,13.000000,10.670424,747400
2016-01-19,13.690000,13.800000,12.910000,13.290000,10.908460,1101100
2016-01-20,13.070000,13.180000,12.780000,13.120000,10.768922,1103200
2016-01-21,13.010000,13.410000,12.760000,13.110000,10.760712,1381300
2016-01-22,13.340000,13.510000,13.060000,13.060000,10.719673,668200
2016-01-26,12.700000,13.050000,12.480000,12.630000,10.366729,1153300
2016-01-27,12.650000,12.840000,12.330000,12.700000,10.424185,1313500
2016-01-28,12.720000,12.910000,12.500000,12.760000,10.473433,1393800
2016-01-29,13.050000,13.260000,12.780000,13.050000,10.711466,2225100
2016-02-01,12.880000,13.260000,12.720000,13.250000,10.875625,989100
2016-02-02,13.060000,13.090000,12.480000,12.480000,10.243608,1079200
2016-02-03,12.610000,12.900000,12.410000,12.720000,10.440602,860400
2016-02-04,12.980000,13.740000,12.670000,13.370000,10.974123,1457800
2016-02-05,13.370000,13.880000,13.370000,13.540000,11.113660,1435600
2016-02-10,13.500000,13.800000,13.420000,13.600000,11.162908,550800
2016-02-11,13.330000,13.520000,13.100000,13.220000,10.851002,1626200
2016-02-12,13.570000,13.780000,13.250000,13.400000,10.998746,1005300
2016-02-15,13.780000,14.030000,13.540000,13.590000,11.154699,523400
2016-02-16,13.560000,14.090000,13.560000,13.870000,11.384521,560500
2016-02-17,13.830000,14.750000,13.800000,14.050000,11.532269,1476200
2016-02-18,14.270000,14.270000,13.540000,13.990000,11.483021,794000
2016-02-19,13.660000,13.900000,13.230000,13.900000,11.409144,2280100
2016-02-22,14.090000,14.550000,13.910000,14.500000,11.901628,1409800
2016-02-23,14.490000,14.490000,13.970000,14.190000,11.647181,1088900
2016-02-24,13.830000,14.380000,13.830000,14.100000,11.573308,1549000
2016-02-25,14.010000,14.540000,13.950000,14.230000,11.680013,2258400
2016-02-26,14.200000,14.500000,14.080000,14.150000,11.614347,1182200
2016-02-29,14.120000,15.070000,14.110000,14.950000,12.270988,2092500
2016-03-01,15.190000,15.640000,14.900000,15.640000,12.837344,1596300
2016-03-02,15.700000,16.280001,15.480000,16.280001,13.362656,2563700
2016-03-03,17.650000,17.650000,17.650000,17.650000,14.487153,4750100
2016-03-04,17.650000,18.629999,17.389999,17.520000,14.380451,4520400
2016-03-07,17.790001,18.030001,17.240000,17.400000,14.281956,1872800
2016-03-08,17.270000,17.799999,17.059999,17.230000,14.142418,4107600
2016-03-09,17.620001,17.639999,16.889999,16.950001,13.912596,2633000
2016-03-10,17.299999,17.530001,16.410000,16.799999,13.789473,4853400
2016-03-11,16.790001,17.070000,16.600000,16.600000,13.625312,3908600
2016-03-14,16.700001,17.080000,16.540001,16.620001,13.641730,2433100
2016-03-15,16.209999,16.450001,15.900000,15.910000,13.058959,2933500
2016-03-16,15.740000,16.520000,15.740000,16.379999,13.444737,2403700
2016-03-17,17.020000,17.809999,17.020000,17.809999,14.618483,3355500
2016-03-18,17.760000,17.850000,16.920000,17.100000,14.035712,8151600
2016-03-21,17.330000,17.490000,17.129999,17.350000,14.240914,1020100
2016-03-22,17.360001,17.510000,17.160000,17.500000,14.364034,761100
2016-03-23,17.270000,17.490000,17.040001,17.100000,14.035712,1244300
2016-03-24,16.700001,17.150000,16.700001,16.959999,13.920798,664300
2016-03-28,17.469999,17.690001,17.190001,17.410000,14.290161,843300
2016-03-29,17.440001,17.920000,17.150000,17.500000,14.364034,1303500
2016-03-30,17.500000,17.980000,17.500000,17.700001,14.528195,1367100
2016-03-31,16.969999,16.969999,16.969999,16.969999,13.929010,1400
2016-04-01,17.340000,17.340000,17.340000,17.340000,14.232705,1000
2016-04-04,16.650000,16.650000,16.650000,16.650000,13.666351,1700
2016-04-05,16.980000,16.980000,16.980000,16.980000,13.937216,4200
2016-04-06,16.870001,16.870001,16.870001,16.870001,13.846931,3600
2016-04-07,16.820000,16.820000,16.820000,16.820000,13.805886,100
2016-04-08,17.200001,17.610001,16.799999,16.870001,13.846931,1936800
2016-04-11,16.580000,16.580000,16.580000,16.580000,13.608897,15100
2016-04-12,17.250000,17.250000,17.250000,17.250000,14.158834,1700
2016-04-13,16.940001,16.940001,16.940001,16.940001,13.904386,9900
2016-04-14,17.110001,17.209999,16.670000,16.730000,13.732018,2287100
2016-04-15,16.879999,17.000000,16.660000,17.000000,13.953636,1235100
2016-04-18,16.959999,17.450001,16.840000,17.350000,14.240914,1281000
2016-04-19,17.500000,17.639999,17.190001,17.350000,14.240914,1454400
2016-04-20,17.250000,17.540001,17.180000,17.420000,14.298371,1203400
2016-04-22,17.150000,17.520000,17.059999,17.280001,14.183459,1188600
2016-04-25,17.379999,17.379999,16.889999,17.209999,14.125999,2258100
2016-04-26,17.270000,17.620001,17.230000,17.400000,14.281956,2043000
2016-04-27,17.690001,18.160000,17.690001,17.809999,14.618483,2572500
2016-04-28,17.790001,18.100000,17.639999,18.100000,14.856518,1839600
2016-04-29,18.160000,18.650000,17.889999,18.559999,15.234082,2299000
2016-05-02,18.709999,18.780001,17.830000,18.260000,14.987842,1219200
2016-05-03,18.080000,18.240000,17.700001,18.000000,14.774437,1836400
2016-05-04,18.080000,18.430000,17.830000,18.430000,15.127380,1112800
2016-05-05,18.549999,18.680000,18.059999,18.170000,14.913972,1166300
2016-05-06,18.139999,18.549999,17.950001,18.260000,14.987842,886800
2016-05-09,18.129999,18.510000,17.940001,18.420000,15.119173,2540500
2016-05-10,18.680000,18.990000,18.280001,18.990000,15.587028,1258100
2016-05-11,19.290001,19.459999,18.750000,19.000000,15.595237,1144800
2016-05-12,19.030001,19.230000,18.549999,19.100000,15.677315,2034000
2016-05-13,19.100000,19.100000,18.010000,18.190001,14.930388,1583900
2016-05-16,18.010000,18.400000,18.010000,18.150000,14.897554,978900
2016-05-17,17.799999,18.260000,17.590000,17.860001,14.659523,1457300
2016-05-18,17.500000,18.230000,17.480000,17.930000,14.716979,1339100
2016-05-19,17.620001,18.160000,17.580000,17.850000,14.651315,970300
2016-05-20,17.980000,18.400000,17.670000,17.670000,14.503572,596300
2016-05-23,17.200001,18.180000,17.190001,18.030001,14.799061,1265900
2016-05-24,17.980000,18.200001,17.750000,17.959999,14.741603,771300
2016-05-25,17.900000,18.129999,17.709999,17.900000,14.692356,975700
2016-05-27,17.670000,18.100000,17.620001,17.799999,14.610273,785800
2016-05-30,17.629999,17.860001,17.610001,17.730000,14.552821,371400
2016-05-31,17.719999,17.879999,17.200001,17.379999,14.265535,2285300
2016-06-01,17.389999,17.719999,17.120001,17.670000,14.503572,789000
2016-06-02,17.719999,18.010000,17.420000,17.990000,14.766225,1019600
2016-06-03,18.080000,18.290001,17.959999,18.200001,14.938595,1178700
2016-06-06,18.410000,18.600000,17.879999,18.000000,14.774437,875700
2016-06-07,17.799999,18.059999,17.730000,17.969999,14.749811,851800
2016-06-08,18.049999,18.620001,17.889999,18.410000,15.110963,1197000
2016-06-09,18.320000,18.520000,18.190001,18.389999,15.094545,484600
2016-06-10,18.299999,18.299999,17.650000,17.660000,14.495362,861800
2016-06-13,17.330000,18.010000,17.330000,17.940001,14.725187,1087600
2016-06-14,17.959999,18.400000,17.139999,17.209999,14.125999,1460500
2016-06-15,17.240000,17.459999,16.870001,17.129999,14.060334,1965600
2016-06-16,16.940001,17.450001,16.770000,17.450001,14.322995,743300
2016-06-17,17.620001,17.910000,17.440001,17.600000,14.446113,1638100
2016-06-20,18.100000,18.100000,17.770000,17.870001,14.667733,552300
2016-06-21,17.719999,18.020000,17.570000,17.930000,14.716979,716900
2016-06-22,18.030001,18.150000,17.629999,17.690001,14.519986,707800
2016-06-23,17.860001,18.420000,17.770000,18.360001,15.069924,722700
2016-06-24,17.700001,17.700001,17.260000,17.590000,14.437908,1874100
2016-06-27,17.520000,17.650000,16.980000,17.170000,14.093169,987100
2016-06-28,17.500000,17.559999,17.170000,17.360001,14.249125,677800
2016-06-29,17.840000,18.030001,17.400000,17.870001,14.667733,1004700
2016-06-30,17.690001,18.360001,17.610001,18.180000,14.922180,869000
2016-07-01,18.309999,18.379999,18.020000,18.330000,15.045300,725800
2016-07-04,18.450001,18.809999,18.320000,18.590000,15.258711,570100
2016-07-05,18.389999,18.549999,17.950001,18.010000,14.782641,870300
2016-07-06,17.969999,18.180000,17.740000,18.070000,14.831887,532900
2016-07-07,18.000000,18.540001,17.910000,18.230000,15.074337,901400
2016-07-08,18.540001,18.770000,18.490000,18.740000,15.496054,595500
2016-07-11,18.740000,19.240000,18.590000,19.150000,15.835083,902200
2016-07-12,19.219999,19.450001,18.650000,18.650000,15.421636,887000
2016-07-13,18.469999,19.070000,18.389999,18.920000,15.644900,941400
2016-07-14,19.209999,19.549999,19.010000,19.290001,15.950849,1189400
2016-07-15,19.209999,19.410000,19.070000,19.200001,15.876431,761100
2016-07-18,19.090000,19.610001,19.040001,19.549999,16.165842,936800
2016-07-19,19.430000,19.620001,19.320000,19.440001,16.074884,787400
2016-07-20,19.600000,19.700001,19.299999,19.600000,16.207188,1218100
2016-07-21,19.600000,19.680000,19.200001,19.459999,16.091421,778400
2016-07-22,19.200001,19.959999,19.070000,19.900000,16.455257,1710600
2016-07-25,19.900000,20.139999,19.610001,19.959999,16.504869,905300
2016-07-26,19.860001,20.389999,19.860001,20.190001,16.695053,1230500
2016-07-27,20.350000,20.650000,20.120001,20.120001,16.637175,1380600
2016-07-28,20.090000,20.250000,19.670000,19.870001,16.430450,1457000
2016-07-29,19.790001,20.650000,19.790001,20.379999,16.852163,1229000
2016-08-01,20.379999,20.559999,19.980000,20.330000,16.810823,1056100
2016-08-02,20.100000,20.370001,19.830000,20.100000,16.620632,1131600
2016-08-03,19.860001,20.389999,19.770000,20.389999,16.860437,1324000
2016-08-04,20.340000,20.910000,20.270000,20.820000,17.216003,1781900
2016-08-05,20.820000,20.889999,20.260000,20.770000,17.174660,1488900
2016-08-08,20.660000,20.980000,20.549999,20.889999,17.273884,892400
2016-08-09,20.990000,21.340000,20.820000,21.250000,17.571564,1344600
2016-08-10,21.209999,21.320000,20.980000,21.170000,17.505417,663400
2016-08-11,21.100000,21.990000,20.980000,21.990000,18.183474,1146600
2016-08-12,21.990000,22.209999,21.780001,22.000000,18.191742,908000
2016-08-15,21.889999,22.610001,21.889999,22.430000,18.547306,681400
2016-08-16,22.170000,22.400000,22.049999,22.170000,18.332314,587600
2016-08-17,22.059999,22.700001,21.959999,22.610001,18.696150,1046100
2016-08-18,22.490000,22.830000,22.420000,22.670000,18.745764,869300
2016-08-19,22.580000,23.000000,22.379999,22.870001,18.911142,775400
2016-08-22,22.860001,22.860001,22.270000,22.400000,18.522499,830500
2016-08-23,22.400000,22.660000,22.250000,22.250000,18.398466,972700
2016-08-24,22.010000,22.850000,22.000000,22.450001,18.563845,804400
2016-08-25,22.459999,22.690001,22.389999,22.490000,18.596920,572600
2016-08-26,22.389999,22.809999,22.290001,22.549999,18.646536,1409500
2016-08-29,22.680000,23.410000,22.570000,23.059999,19.068253,692600
2016-08-30,23.200001,23.360001,22.639999,22.879999,18.919413,878900
2016-08-31,22.820000,23.280001,22.620001,22.680000,18.754028,1552800
2016-09-01,22.559999,22.900000,22.490000,22.700001,18.770569,1385000
2016-09-02,22.809999,23.020000,22.750000,23.020000,19.035173,1831200
2016-09-05,22.959999,23.410000,22.959999,23.400000,19.349396,405600
2016-09-06,23.320000,23.450001,22.969999,23.129999,19.126135,1235100
2016-09-08,22.830000,23.170000,22.680000,23.030001,19.043447,1348100
2016-09-09,22.790001,23.030001,22.090000,22.219999,18.373657,1248400
2016-09-12,22.020000,22.549999,21.860001,22.549999,18.646536,829000
2016-09-13,22.280001,22.290001,21.650000,21.799999,18.026360,1474700
2016-09-14,21.730000,21.990000,21.500000,21.879999,18.092514,926600
2016-09-15,21.860001,22.160000,21.790001,21.990000,18.183474,557600
2016-09-16,21.879999,21.879999,21.450001,21.580000,17.844446,1452600
2016-09-19,21.690001,22.040001,21.469999,21.650000,17.902325,610800
2016-09-20,21.670000,21.969999,21.650000,21.660000,17.910595,766700
2016-09-21,21.770000,22.059999,21.559999,21.820000,18.042902,1104100
2016-09-22,22.080000,22.530001,21.840000,21.910000,18.117325,2000600
2016-09-23,21.879999,22.040001,21.650000,21.740000,17.976746,1961300
2016-09-26,21.600000,21.709999,21.389999,21.520000,17.794834,870300
2016-09-27,21.709999,22.049999,21.410000,21.889999,18.100780,988000
2016-09-28,21.969999,22.580000,21.969999,22.580000,18.671339,1336100
2016-09-29,22.549999,22.680000,21.700001,21.969999,18.166935,780900
2016-09-30,21.950001,22.160000,21.820000,22.000000,18.191742,1150100
2016-10-03,21.820000,22.290001,21.799999,22.110001,18.282700,689100
2016-10-04,21.930000,22.320000,21.820000,21.980000,18.175205,1064800
2016-10-05,22.219999,22.570000,22.100000,22.350000,18.481153,663000
2016-10-06,22.219999,22.469999,22.110001,22.299999,18.439810,865500
2016-10-07,22.420000,22.969999,22.200001,22.799999,18.853258,950000
2016-10-10,22.809999,23.049999,22.620001,22.730000,18.795374,680300
2016-10-11,22.740000,22.740000,22.250000,22.420000,18.539042,1068100
2016-10-13,22.209999,23.340000,22.209999,23.330000,19.291513,3010800
2016-10-14,23.450001,23.870001,23.270000,23.740000,19.630543,1910400
2016-10-17,23.830000,24.420000,23.780001,24.250000,20.052259,1673100
2016-10-18,24.250000,25.440001,24.250000,25.309999,20.928770,1745700
2016-10-19,25.320000,25.350000,24.850000,24.860001,20.556667,781900
2016-10-20,24.840000,25.190001,24.540001,24.969999,20.647625,586300
2016-10-21,24.900000,25.010000,24.590000,24.590000,20.333408,2010600
2016-10-24,24.650000,24.879999,24.500000,24.860001,20.556667,771200
2016-10-25,24.709999,25.000000,24.440001,24.930000,20.614550,918000
2016-10-26,25.059999,25.549999,25.030001,25.049999,20.713778,1376700
2016-10-27,25.040001,25.530001,24.910000,25.389999,20.994921,1170300
2016-10-28,25.209999,25.629999,25.080000,25.559999,21.135498,1470000
2016-10-31,25.700001,26.350000,25.559999,26.299999,21.747402,2401000
2016-11-01,26.400000,26.440001,25.440001,25.559999,21.135498,1407100
2016-11-03,25.590000,26.200001,25.389999,25.410000,21.011459,1384600
2016-11-04,25.410000,26.200001,25.230000,25.660000,21.218184,877800
2016-11-07,25.799999,26.799999,25.799999,26.590000,21.987200,1204900
2016-11-08,26.049999,27.230000,26.049999,26.940001,22.276613,1046100
2016-11-09,25.850000,27.030001,25.540001,26.320000,21.763939,2529300
2016-11-10,26.160000,26.500000,25.080000,25.120001,20.771664,2367600
2016-11-11,25.090000,25.299999,24.330000,24.870001,20.564938,2551200
2016-11-14,24.430000,25.400000,24.389999,25.299999,20.920500,1669600
2016-11-16,26.000000,26.950001,25.670000,26.660000,22.045080,2365400
2016-11-17,26.700001,27.049999,26.200001,26.290001,21.739132,1998800
2016-11-18,26.190001,27.799999,26.190001,27.730000,22.929861,2109600
2016-11-21,28.000000,29.250000,27.790001,28.389999,23.475615,2079900
2016-11-22,28.639999,29.469999,28.600000,28.910000,23.905598,1327200
2016-11-23,28.840000,28.840000,28.070000,28.389999,23.475615,1168000
2016-11-24,28.280001,28.480000,27.809999,27.809999,22.996016,363800
2016-11-25,27.650000,28.450001,27.000000,28.360001,23.450809,988500
2016-11-28,28.180000,28.780001,27.910000,28.770000,23.789839,835100
2016-11-29,28.610001,28.650000,27.719999,27.719999,22.921595,2203200
2016-11-30,28.139999,28.639999,27.940001,28.160000,23.285427,1386200
2016-12-01,25.910000,25.910000,25.910000,25.910000,21.424913,2530000
2016-12-02,25.700001,26.709999,25.200001,26.549999,21.954124,1427700
2016-12-05,26.709999,27.000000,25.920000,26.260000,21.714323,640400
2016-12-06,25.910000,26.900000,25.790001,26.680000,22.061617,1025300
2016-12-07,26.900000,27.200001,26.389999,26.840000,22.193926,1189900
2016-12-08,27.240000,27.250000,26.709999,26.879999,22.226999,1108700
2016-12-09,27.190001,27.219999,26.549999,26.850000,22.202194,1360900
2016-12-12,26.500000,26.540001,25.870001,26.020000,21.515869,892600
2016-12-13,25.700001,26.360001,25.600000,25.879999,21.400101,1361700
2016-12-14,25.910000,26.290001,25.600000,25.760000,21.300875,1844400
2016-12-15,25.549999,26.070000,25.150000,26.070000,21.557213,1550400
2016-12-16,26.080000,27.260000,25.799999,26.900000,22.243538,2532200
2016-12-19,26.870001,27.180000,26.389999,26.469999,21.887972,1143000
2016-12-20,26.530001,26.860001,26.330000,26.799999,22.160849,1051500
2016-12-21,26.650000,27.150000,26.450001,26.760000,22.127773,766000
2016-12-22,26.530001,26.910000,26.530001,26.639999,22.028547,916900
2016-12-23,26.639999,27.400000,26.639999,27.150000,22.450260,856600
2016-12-26,27.360001,27.940001,27.209999,27.590000,22.814095,543800
2016-12-27,27.870001,27.900000,27.480000,27.730000,22.929861,490500
2016-12-28,27.730000,29.290001,27.719999,29.190001,24.137133,1110800
2016-12-29,29.180000,29.799999,28.690001,29.530001,24.418278,1473200
2017-01-02,29.530001,29.950001,29.240000,29.500000,24.393469,525900
2017-01-03,29.900000,30.549999,29.770000,30.549999,25.261711,1437900
2017-01-04,30.150000,30.690001,30.150000,30.690001,25.377480,1131200
2017-01-05,29.510000,29.740000,28.980000,29.459999,25.248323,1055800
2017-01-06,29.459999,29.459999,28.920000,29.330000,25.136908,815800
2017-01-09,29.030001,29.950001,28.600000,29.730000,25.479723,1662500
2017-01-10,29.940001,30.020000,29.500000,29.680000,25.436874,812600
2017-01-11,30.000000,30.040001,28.820000,29.870001,25.599710,1329900
2017-01-12,30.690001,31.590000,30.379999,31.370001,26.885263,1763600
2017-01-13,31.490000,31.690001,30.900000,31.270000,26.799561,1155300
